Name,Address,Latitude,Longitude,Rating,User Ratings Total
Channel Market,"925 Cross Bay Boulevard, Queens",40.6058956,-73.8198273,3.8,49
Sunlites Stained Glass,"208 Beach 91st Street, Rockaway Beach",40.5870584,-73.81475929999999,5,4
GB'S Sneaker Boutique,"8515 Rockaway Beach Boulevard, Queens",40.5871348,-73.8108556,3.9,34
Nicole Frontera Beauty,"104-02 Rockaway Beach Boulevard, Rockaway Park",40.5835819,-73.82515579999999,5,461
Lisena Landscaping & Garden Center,"125 Cross Bay Boulevard, Broad Channel",40.6137488,-73.8215992,4.7,75
Belinda Video Productions,"10300 Shore Front Parkway, Rockaway Park",40.5818501,-73.8229546,5,14
MOSIV CORPORATION,"8600 Shore Front Parkway, Rockaway Beach",40.58573379999999,-73.8111892,N/A,0
Mara's Ice Cream Parlor,"92-14 Rockaway Beach Boulevard, Rockaway Beach",40.58635859999999,-73.8159878,4.8,315
STATION SURF SHOP,"91-08 B Rockaway Beach Boulevard, Far Rockaway",40.5867595,-73.814948,4.9,124
Rockaway Graphics,"9119 Rockaway Beach Boulevard, Rockaway Beach",40.5864353,-73.81516359999999,4.7,13
Fat Cardinal Provisions,"196 Beach 92nd Street, Far Rockaway",40.58629250000001,-73.81518,4.8,104
Zingara Vintage & Handmade Treasures,"202 Beach 91st Street, Rockaway Beach",40.586931,-73.81467169999999,4.9,14
Rockaway Beach Bakery,"87-10 Rockaway Beach Boulevard, Rockaway Beach",40.58760059999999,-73.8126198,4.6,172
Rainbow Shops,"88-03 Rockaway Beach Boulevard, Rockaway Beach",40.586859,-73.8130432,4,94
CVS Photo,"88-07 Rockaway Beach Boulevard, Rockaway Beach",40.5866148,-73.8130958,3,2
Key Food Supermarkets,"87-15 Rockaway Beach Boulevard, Far Rockaway",40.58696459999999,-73.8125896,3.8,855
T-Mobile Authorized Retailer,"8709 Rockaway Beach Boulevard, Far Rockaway",40.5869328,-73.8122698,4.4,134
Dunkin',"87-07 Rockaway Beach Boulevard, Far Rockaway",40.5868414,-73.8121724,3.7,71
Family Dollar,"8601 Rockaway Beach Boulevard, Far Rockaway",40.58705059999999,-73.8113865,3.6,271
Affordable Auto,"74-11 Beach Channel Drive, Arverne",40.5906117,-73.8021303,4.1,7
T&M Auto Parts,"7505 Beach Channel Drive, Arverne",40.5904718,-73.8034679,4.5,159
Boarders of Rockaway Beach,"192 Beach 92nd Street, Far Rockaway",40.586264,-73.815055,4.6,56
Jerry Ray Auto Sales,"7411 Beach Channel Drive, Arverne",40.59058789999999,-73.80249880000001,4.3,12
Just Bubbly,"72-22 Elizabeth Avenue, Arverne",40.595446,-73.80172209999999,N/A,0
Penske Truck Rental,"76-02 Beach Channel Drive, Arverne",40.5907249,-73.8035354,4.6,30
Beach Performance Inc,"73-02 Beach Channel Drive, Far Rockaway",40.59110949999999,-73.8015298,N/A,0
The Sensory Awakening Shop,"69-17 Hessler Avenue, Arverne",40.593903,-73.7990566,N/A,0
Friendly,"69-15 Beach Channel Drive, Arverne",40.5925668,-73.7988341,4.3,87
Rockaway Bagels,"114-08 Beach Channel Drive, Rockaway Park",40.5823393,-73.8371853,4.6,304
Stop & Shop Pharmacy,"70-20 Rockaway Beach Boulevard, Arverne",40.59003329999999,-73.7993176,3.2,14
Belle Harbor Foods,"413 Beach 129th Street, Rockaway Park",40.5781273,-73.84941069999999,4.6,65
New York City Swing/Mari Ent NY,"324 Beach 69th Street, Arverne",40.591506,-73.7978416,5,28
Beer House,"8706 Rockaway Beach Boulevard, Rockaway Beach",40.587635,-73.81245299999999,4.8,53
A & J Jewelry Corporation,"236 Beach 116th Street, Far Rockaway",40.5806459,-73.8374487,4.6,11
Dunkin',"6820 Rockaway Beach Boulevard, Arverne",40.5906661,-73.7972439,3.8,246
Baskin-Robbins,"6820 Rockaway Beach Boulevard, Arverne",40.59065260000001,-73.7972233,4.2,10
New York Surf School,"100 Beach 69th Street, Arverne",40.5869565,-73.7975585,4.9,134
Shake Shack,"303 30th St, Queens",40.64239239999999,-73.78324070000001,3.8,3860
Hermès,"JFK International Airport, Terminal 1, Jamaica",40.6425919,-73.7914314,3.3,24
Paradie's Shops,"5 Central Terminal Area, Jamaica",40.6417282,-73.78793879999999,N/A,0
Peet's Coffee & Tea,"303 30th St, Queens",40.6412266,-73.7826352,3.3,200
Baskin-Robbins,"239 Beach 20th Street, Far Rockaway",40.59649829999999,-73.7548868,3.7,37
Marina 59,"360 Beach 59th Street, Arverne",40.5945343,-73.7895449,4.6,128
Food Universe,"32-11 Beach Channel Drive, Far Rockaway",40.5982026,-73.7660006,4,598
CVS,"271 Beach 20th Street, Far Rockaway",40.5970904,-73.75518640000001,2.6,196
Allied Aviation,"1 Central Terminal Area, Jamaica",40.64469659999999,-73.7999152,3.2,14
Gara's Auto Wrecking Inc,"6222 Almeda Avenue, Far Rockaway",40.5974075,-73.7924768,2,3
Dunkin',"5914 Beach Channel Drive, Far Rockaway",40.5941667,-73.7895817,3.4,122
Shell,"5914 Beach Channel Drive, Arverne",40.59408719999999,-73.7894499,3.8,79
Laura A Frank Designs,"6415 Ocean Avenue North, Arverne",40.589968,-73.7935286,5,4
Sierra Surf School,"Beach Entrance, Beach 67th St and, Beach Front Road, Arverne",40.5880562,-73.7936484,4.9,175
The Joseph P. Addabbo Family Health Center,"1288 Central Avenue, Far Rockaway",40.607855,-73.7491161,3.3,225
"Singh Hardwood Co, Inc","50-01 Rockaway Beach Boulevard, Far Rockaway",40.5929946,-73.7811889,4.9,111
Alex Magic Electronics,"21-36B Mott Avenue, Far Rockaway",40.6052496,-73.7545676,3.7,28
Ron's EMS Supplies,"10-30 Beach 22nd Street, Far Rockaway",40.6030131,-73.75476119999999,5,1
Costco Wholesale,"605 Rockaway Turnpike, Lawrence",40.6304495,-73.74006589999999,4.4,8326
Marshalls,"345 Rockaway Turnpike, Lawrence",40.626172,-73.739892,4.1,1007
AT&T Store,"316 Rockaway Turnpike, Cedarhurst",40.6261892,-73.73597699999999,4.2,173
Lowe's Home Improvement,"253-01 Rockaway Boulevard, Rosedale",40.638759,-73.739138,3.9,2996
"Dr. Larry Greenspan, MD","138 Cedarhurst Avenue, Cedarhurst",40.6228991,-73.7243635,N/A,0
Kas Carpet Showroom,"248-44 Rockaway Boulevard, Rosedale",40.6391826,-73.7426337,4.6,1043
Kiss and Makeup,"500 Central Avenue, Cedarhurst",40.6216963,-73.7242514,4.3,22
T.J. Maxx,"25300 Rockaway Boulevard, Rosedale",40.6366322,-73.7381036,4.1,687
Gourmet Glatt Cedarhurst,"137 Spruce Street, Cedarhurst",40.6216047,-73.72627659999999,4.4,391
Five Towns Lucky Beauty Supply,"25301 Rockaway Boulevard, Rosedale",40.6370203,-73.73839339999999,4.1,720
A Shoe Inn,"558 Central Avenue, Cedarhurst",40.6228149,-73.7227085,4.6,29
Panera Bread,"345 Rockaway Turnpike, Lawrence",40.6262643,-73.7385723,4.2,726
AHC Appliances,"530 Central Avenue, Cedarhurst",40.6222229,-73.7232282,4.4,95
Karako Suits of 5 Towns,"252-18 Rockaway Boulevard, Rosedale",40.63624420000001,-73.7408346,4.5,196
Verizon,"369 Rockaway Turnpike, Lawrence",40.6286535,-73.7378392,3.5,265
Burlington,"345-365 Rockaway Turnpike UNIT #290, Lawrence",40.6265275,-73.7388078,3.8,569
"New York Marble & Ceramic, Inc.","101 West End Avenue, Inwood",40.6216585,-73.7400169,4.1,10
Jildor Shoes,"473 Central Avenue, Cedarhurst",40.6208111,-73.72463669999999,4.2,13
Starbucks,"316 Rockaway Turnpike, Cedarhurst",40.626315,-73.736063,3.8,924
Party City,"253-01 Rockaway Boulevard Level 2, Suite B, Rosedale",40.6388074,-73.7391435,4.1,579
Cy Prisyon Co Inc,"445 Central Avenue Unit 100, Cedarhurst",40.6203616,-73.7252386,N/A,0
Danice,"25301 Rockaway Boulevard, Rosedale",40.6362317,-73.738666,4,33
Jerusalem Florist,"712 West Broadway, Woodmere",40.62802899999999,-73.7215476,4.7,94
Arch Auto Parts,"165 Sheridan Boulevard, Inwood",40.61612410000001,-73.7522498,4.5,86
GNC,"365 Rockaway Turnpike, Lawrence",40.6271655,-73.73969459999999,4.2,50
The Children's Place,"253-01 Rockaway Boulevard, Woodmere",40.6367755,-73.73815619999999,3.4,22
The Cheese Store,"532 Central Avenue, Cedarhurst",40.6224649,-73.7230987,4.6,87
Bathtique LTD,"334 Central Avenue B, Lawrence",40.6179369,-73.7295184,N/A,0
"Lieto Upholstery, Drapery & Blinds","92 Carman Avenue, Cedarhurst",40.6196324,-73.7258628,N/A,0
Affordable Transport Inc,"541 Burnside Avenue, Inwood",40.62283499999999,-73.7445886,4.6,11
Rudys Upholstery Inc,"345 Doughty Boulevard, Inwood",40.620967,-73.747483,4.3,3
Selex Transmission International,"121 Sheridan Boulevard, Inwood",40.61481019999999,-73.7530848,4.1,41
Dancia Technical Services,"14-25 Central Avenue, Far Rockaway",40.605862,-73.750744,N/A,0
Advance Auto Parts,"296 Burnside Avenue, Lawrence",40.62469830000001,-73.7364833,4.3,193
Diamond Logistics Inc,"148 Doughty Boulevard #304, Inwood",40.61565969999999,-73.7463423,N/A,0
Shop Fair of Cornaga,"1801 Cornaga Avenue, Far Rockaway",40.602473,-73.749737,3.7,105
Suit Central,"456 Central Avenue, Cedarhurst",40.6206259,-73.7254688,4.7,79
Worldwide Save Energy Inc,"120 Craft Street, Inwood",40.614851,-73.7541897,N/A,0
Junee Cedarhurst,"396 Central Avenue, Lawrence",40.6194423,-73.7271336,4.3,19
P J Sterling Ltd,"409 Central Avenue #1, Cedarhurst",40.6195236,-73.7264141,3.7,3
Sweet Pics Delicada,"50 Inip Drive, Inwood",40.6272647,-73.7486131,N/A,0
"R & R Floors, LLC","48 Ithaca Avenue, Atlantic Beach",40.5876516,-73.7296107,5,1
Cedarhurst Fashion Opticians,"138 Cedarhurst Avenue, Cedarhurst",40.6229212,-73.724499,5,8
MIRI,"515 Central Avenue, Cedarhurst",40.62179429999999,-73.72342689999999,5,1
Nafshenu Orchestra,"1009 New McNeil Avenue, Lawrence",40.605812,-73.74132200000001,4.9,7
J Z Home Repair - Home Improvement Solutions,"13-73 Beach Channel Drive, Far Rockaway",40.607379,-73.754678,5,1
gem medical supplies,"555 Doughty Boulevard, Inwood",40.6274612,-73.7467271,5,1
PP Online Business Cards Design,"421 Doughty Boulevard, Inwood",40.6226814,-73.7469812,N/A,0
Andrew Lock Custom Menswear,"403 Central Avenue, Cedarhurst",40.619665,-73.726388,5,64
General Diaries Corporation,"56 John Street, Inwood",40.61961410000001,-73.7434014,5,1
Circle A Convenience Store,"305 Rockaway Turnpike, Lawrence",40.6243484,-73.7357758,5,2
9 New York,"422 Central Avenue, Cedarhurst",40.6200917,-73.7263518,5,2
Mango Hills Supermarket,"290 Beach 14th Street, Far Rockaway",40.59795450000001,-73.74809979999999,3.8,56
Kohl's,"1900 East Linden Avenue, Linden",40.6438369,-74.2289505,4.3,2473
Perry Ellis,"651 Kapkowski Road #2406, Elizabeth",40.6601883,-74.1713372,4.4,179
IKEA,"1000 Ikea Drive, Elizabeth",40.6751749,-74.1697393,4.2,12977
Diamond Outlet,"651 Kapkowski Road Booth 1440/1, Elizabeth",40.66032620000001,-74.1730113,3.9,7
Journeys Kidz,"651 Kapkowski Road, Elizabeth",40.6595671,-74.1710174,4.7,21
adidas Outlet Store Elizabeth,"651 Kapkowski Road, Elizabeth",40.660187,-74.17134,4.3,1166
Liquor City,"1001 East Edgar Road, Linden",40.6388956,-74.23524909999999,3,10
Forman Mills,"647 Newark Avenue, Elizabeth",40.6777357,-74.2104525,4.1,2128
Against All Odds,"651 Kapkowski Road, Elizabeth",40.6594847,-74.1700345,4.2,270
Walgreens,"600 Newark Avenue, Elizabeth",40.6772929,-74.2126552,3,145
Oscar's Fine Jewelry,"651 Kapkowski Road, Elizabeth",40.6602485,-74.17317720000001,2.9,12
FedEx Air Freight Center,"630 Dowd Avenue, Elizabeth",40.66847929999999,-74.189162,4.1,414
Under Armour Factory House,"651 Kapkowski Road Space 1250, Elizabeth",40.65986480000001,-74.1704771,4.3,634
Brooks Brothers,"651 Kapkowski Road Suite 1028, Elizabeth",40.6596481,-74.1721365,4.3,170
GNC,"651 Kapkowski Road Suite No. 2072, Elizabeth",40.6601883,-74.1713372,4.4,51
The Home Depot,"977 West Grand Street, Elizabeth",40.6632474,-74.2435434,4.3,1606
ALDI,"1235 East Saint Georges Avenue, Roselle",40.6481027,-74.2481451,4.4,1852
Aqua Massage,"651 Kapkowski Road, Elizabeth",40.6591078,-74.17020819999999,4.8,193
Disney Store,"651 Kapkowski Road, Elizabeth",40.6601883,-74.1713372,4.5,677
Ann Taylor Factory Store,"651 Kapkowski Road, Elizabeth",40.659448,-74.1717797,4.2,139
Kohesion Inc.,"651 Kapkowski Road, Elizabeth",40.659111,-74.16993289999999,4,99
Cold Stone Creamery,"651 Kapkowski Road Ste 102, Elizabeth",40.6595592,-74.1698414,4.1,85
Burlington,"651 Kapkowski Road Suite #30, Elizabeth",40.6612009,-74.1725304,4,1890
Marshalls,"651 Kapkowski Road, Elizabeth",40.6600088,-74.1696729,4.3,2977
Bayway World of Liquor,"639 Bayway, Elizabeth",40.6469124,-74.2154199,4.6,2248
Metro Mart,"651 Kapkowski Road, Elizabeth",40.6595154,-74.16943359999999,4.2,21
AT&T Store,"651 Kapkowski Road #1086, Elizabeth",40.6604625,-74.1709473,4.2,312
Nike Factory Store - Jersey Gardens,"651 Kapkowski Road Suite 150, Elizabeth",40.6602533,-74.1701446,4.3,2777
Mandee,"651 Kapkowski Road Suite 0240, Elizabeth",40.66018800000001,-74.171337,4.3,118
Barnes & Noble Kean University,"Green Lane Bldg, 1040 Morris Avenue, Union",40.6827778,-74.2363889,4.2,270
Dollar General,"190 Elmora Avenue, Elizabeth",40.6635058,-74.23544869999999,4.1,902
U.S. Polo Assn. Outlet,"651 Kapkowski Road, Elizabeth",40.65963129999999,-74.17221909999999,4.3,307
Carter's,"651 Kapkowski Road #2008, Elizabeth",40.6592021,-74.1711996,4.6,287
bp,"908 South Elmora Avenue, Elizabeth",40.6506848,-74.221899,3,26
Banter by Piercing Pagoda,"651 Kapkowski Road KI-13, Elizabeth",40.6601883,-74.1713372,4.3,87
Gap Factory,"651 Kapkowski Road Space #260, Elizabeth",40.6598663,-74.170695,4.5,1082
Superfine Online Inc.,"205 11th Avenue, Roselle",40.64840900000001,-74.257319,4.1,10
American Eagle & Aerie,"651 Kapkowski Road Suite 2042/2046, Elizabeth",40.6605848,-74.1734312,4.4,585
ThunderStone & Tile,"856 Pearl Street, Elizabeth",40.6602475,-74.2206193,5,23
H&M,"651 Kapkowski Road, Elizabeth",40.660096,-74.1717677,4.3,768
Cohen's Fashion Optical,"651 Kapkowski Road Ste 1236, Elizabeth",40.6601883,-74.1713372,3.5,152
Big Apple Designs,"651 Kapkowski Road, Elizabeth",40.6600434,-74.17155699999999,5,5
Banana Republic Factory Store,"1000 Kapkowski Road Ste 1024, Elizabeth",40.6595401,-74.1719652,4.4,322
Royal Jewelry LLC,"651 Kapkowski Road, Elizabeth",40.6600531,-74.171517,5,5
Lucky Brand,"651 Kapkowski Road #1444, Elizabeth",40.66081379999999,-74.172623,4.8,5
ShopRite of Elizabeth,"865 West Grand Street, Elizabeth",40.6636718,-74.23939349999999,4.2,4123
Jake's Coffee House,"Newark Liberty International Airport, 1 Brewster Road, Newark",40.6904724,-74.17649399999999,N/A,0
The Metropolitan Museum of Art Store,"1 Newark International Airport Street #114, Newark",40.69221219999999,-74.1817528,4.8,11
Phillips 66,"1400 Park Avenue S, Linden",40.6401534,-74.2190756,1.3,3
Boar's Head Deli,"97 Express Road, Newark",40.6905398,-74.17711349999999,2,24
Jersey Lanes,"30 Park Avenue, Linden",40.6500524,-74.23112689999999,4.4,1003
Grainger Industrial Supply,"560-596 Bercik Street suite 1, Elizabeth",40.66854,-74.1911645,3.6,37
Cole Haan Outlet,"651 Kapkowski Road Suite 2432, Elizabeth",40.66063,-74.173009,4.4,254
Vito's Deli,"Newark Liberty International Airport, 1 Brewster Road, Newark",40.6904735,-74.17649399999999,1,1
Walmart Supercenter,"500 Bayonne Crossing Way, Bayonne",40.6599096,-74.1065611,4,8161
The UPS Store,"470 Broadway, Bayonne",40.6629342,-74.1188349,4.3,167
Walgreens Pharmacy,"12 North Street, Bayonne",40.654489,-74.129757,3,97
Newark Hair Replacement Center,"51 John F. Kennedy Boulevard #115, Newark",40.6484056,-74.1383556,N/A,0
Lowe's Home Improvement,"400 Bayonne Crossing Way, Bayonne",40.661342,-74.105671,4,1229
Island Live Poultry. Vivero,"9 Port Richmond Avenue # 1, Staten Island",40.64067549999999,-74.1312317,4,107
Michaels,"321 Bayonne Crossing Way Bayonne Crossing, Bayonne",40.6613531,-74.10582699999999,4.4,1027
Kurt's Pro Shop,"1 Garfield Avenue, Jersey City",40.6864829,-74.09967870000001,4.9,11
Advance Auto Parts,"91 East 30th Street, Bayonne",40.6672942,-74.1092701,4.3,405
Baskin-Robbins,"4 North Street, Bayonne",40.6544661,-74.12934899999999,3,15
Price Tag,"587 Broadway, Bayonne",40.66714090000001,-74.11576079999999,3.8,34
T.J. Maxx,"105 Lefante Way, Bayonne",40.667328,-74.103346,4.3,906
Wine Warehouse,"1 Lefante Way, Bayonne",40.6666106,-74.1047576,4.1,105
Perceptions,"99 New Hook Road #5, Bayonne",40.6653758,-74.1067389,4,5
Shoe Factory,"462 Broadway, Bayonne",40.6626892,-74.1190719,4.1,47
Walgreens,"699 Broadway, Bayonne",40.6711266,-74.1128753,3.4,57
Brownies Pro & Sport Hobbies,"124 Bennett Street, Staten Island",40.637845,-74.132752,4.9,201
Bayonne Dry-Dock & Repair Inc,"100 Military Ocean Term St, Bayonne",40.6630693,-74.0737952,3.8,74
St. George Pharmacy,"99 Stuyvesant Place, Staten Island",40.64375,-74.077416,4.3,83
ShopRite of Bayonne-26 Street,"583-9 Avenue C &, West 26th Street, Bayonne",40.6674174,-74.1189846,4.2,3349
Villa Marin Autoworld Inc,"2699 Richmond Terrace, Staten Island",40.6375551,-74.1505056,4.9,44
Walmart Pharmacy,"500 Bayonne Crossing Way, Bayonne",40.6599096,-74.1065611,4.4,32
Stop & Shop,"1 Lefante Way, Bayonne",40.6669905,-74.103798,4.2,1105
Pawn Cash Go,"768 Port Richmond Avenue, Staten Island",40.62539059999999,-74.1443448,4.8,215
Rose's Hallmark Shop,"South Cove Plaza, 2 Lefante Way, Bayonne",40.6673734,-74.1052912,4.5,112
Bridgeview Liquors,"300 New Jersey 440, Bayonne",40.6582038,-74.1178022,4.5,534
Value City Furniture NJ,"40 East 53rd Street, Bayonne",40.6833831,-74.0993234,4.4,558
QuickChek,"20/38 East 53rd Street, Bayonne",40.6836551,-74.0999668,3,144
Dunkin',"4 North Street, Bayonne",40.6544573,-74.1293283,3.5,469
7-Eleven,"39 West 8th Street #49, Bayonne",40.6548717,-74.12837139999999,2.3,26
IKEA,"1 Beard Street, Brooklyn",40.6719676,-74.0114644,4.1,16898
FOOD BAZAAR,"480-500 Van Brunt Street, Brooklyn",40.6742174,-74.01702159999999,4.4,3024
The Home Depot,"550 Hamilton Avenue, Brooklyn",40.6674681,-73.9989034,4,3734
Costco Wholesale,"976 3rd Avenue, Brooklyn",40.6557617,-74.0092635,4.3,11696
St. Mark's Comics,"51 35th Street, Brooklyn",40.6570668,-74.00726519999999,3.6,339
Direct Promotions,"140 58th Street #3f, Brooklyn",40.6455164,-74.0237999,3.7,22
AT&T Store,"5120 5th Avenue #5122, Brooklyn",40.6442516,-74.0115184,4.2,245
AbelCine,"88 35th Street 4th floor, Brooklyn",40.65641600000001,-74.006785,4.6,81
Batteries and Butter,"140 58th Street #5-F, Brooklyn",40.6455001,-74.0239072,3.7,3
Baked,"359 Van Brunt Street, Brooklyn",40.676877,-74.013255,4.5,432
Premier Judaica Distribution,"5600 1st Avenue # 2, Brooklyn",40.6491137,-74.02498589999999,5,1
Wound Healing Technologies,"170 53rd Street, Brooklyn",40.6475102,-74.0194898,3,4
"Agri Star Meat & Poultry, LLC","5600 1st Avenue, Brooklyn",40.6487836,-74.0229955,4.1,8
A Stein Meat Products Inc,"5600 1st Avenue, Brooklyn",40.6491137,-74.02498589999999,1.2,33
Next Level,"874 4th Avenue Floor 1, Brooklyn",40.656878,-74.00218,4.6,261
Luigi’s Pizza,"4704 5th Avenue, Brooklyn",40.646715,-74.008858,4.2,416
FABBERZ,"Mailbox #34, 68 35th Street C548, Brooklyn",40.6565724,-74.0070025,5,45
FedEx Ship Center,"16 19th Street, Brooklyn",40.6671386,-74.00010019999999,3.1,476
CubeSmart Self Storage of Brooklyn,"183 Lorraine Street, Brooklyn",40.6732887,-74.0017574,4.4,353
Tools For Working Wood,"112 26th Street, Brooklyn",40.6616238,-74.0017065,4.7,57
Token,"481 Van Brunt Street #9A, Brooklyn",40.6736885,-74.01656249999999,5,2
Cheap Batteries,"140 58th Street #5-F, Brooklyn",40.64550200000001,-74.0238748,5,2
LA UNION DELI GROCERY CORP.,"4011 5th Avenue, Brooklyn",40.65032739999999,-74.0045454,3.6,15
Omni Dental Supply,"110 53rd Street, Brooklyn",40.64830389999999,-74.0203226,2.8,5
PC Hardwood Floors,"121 31st Street, Brooklyn",40.658184,-74.00302119999999,4.6,98
Silly Phillie Creations Inc,"140 58th Street #6f, Brooklyn",40.645503,-74.023877,5,3
The Morbid Anatomy Library and Gift Shop,"254 36th Street 2nd floor, C248, Brooklyn",40.65607889999999,-74.0078174,3.9,23
Grado Labs Inc,"4614 7th Avenue, Brooklyn",40.6444903,-74.00405970000001,4,43
Statue of Liberty Museum Store,"1 Liberty Island - Ellis Island, New York",40.6901179,-74.04616109999999,4.2,411
Unlimited Furniture,"129 48th Street, Brooklyn",40.65128,-74.01720519999999,4.5,837
Office Impressions,"140 58th Street, Brooklyn",40.64408210000001,-74.024677,5,3
Es La Vida,"5402 5th Avenue, Brooklyn",40.642876,-74.012919,4.5,141
Nivie Electronics,"140 58th Street #7b, Brooklyn",40.6455045,-74.0238964,N/A,0
Barnes & Noble,"267 7th Avenue, Brooklyn",40.6687671,-73.979766,4.5,2576
Lowe's Home Improvement,"118 2nd Avenue, Brooklyn",40.6719847,-73.9950858,3.9,4153
Pep Boys,"354 4th Avenue, Brooklyn",40.6738826,-73.9870419,3.8,2105
Best Buy,"625 Atlantic Avenue Ste A7, Brooklyn",40.68351499999999,-73.974122,4,6275
Park Slope Food Coop,"782 Union Street, Brooklyn",40.67481019999999,-73.97686279999999,4.7,898
Four & Twenty Blackbirds,"439 3rd Avenue, Brooklyn",40.6720592,-73.9902683,4.5,832
U-Haul Moving & Storage of Park Slope,"394 4th Avenue, Park Slope",40.6726967,-73.9878014,3.4,1001
Party City,"625 Atlantic Avenue, Brooklyn",40.6836148,-73.9743926,3.8,1180
CVS Pharmacy,"139 Flatbush Avenue, Brooklyn",40.6845887,-73.97691920000001,2.3,127
Trader Joe's,"130 Court Street, Brooklyn",40.6895837,-73.9928699,4.5,5948
ShapeShifter Lab,"837 Union Street, Brooklyn",40.674967,-73.9760077,4.4,158
Beacon's Closet Park Slope,"92 5th Avenue, Brooklyn",40.68015980000001,-73.9780866,3.1,352
AT&T Store,"841 Flatbush Avenue, Brooklyn",40.6517887,-73.9587888,4.3,273
Macy's,"422 Fulton Street, Brooklyn",40.6906271,-73.9860836,4.2,7536
Sean Casey Animal Rescue,"153 East 3rd Street, Brooklyn",40.6482426,-73.9781828,4.4,1391
Marshalls,"625 Atlantic Avenue, Brooklyn",40.683696,-73.975546,4,2298
Park Slope Copy Center,"123 7th Avenue, Brooklyn",40.673286,-73.975917,4.5,124
Target,"139 Flatbush Avenue, Brooklyn",40.6845887,-73.97691920000001,4,1996
The UPS Store,"320 7th Avenue, Brooklyn",40.66736179999999,-73.98143,2.6,146
Mattress Firm Atlantic Ctr,"625 Atlantic Avenue Ste 217, Brooklyn",40.6835116,-73.975014,4.6,966
PANDORA Jewelry,"139 Flatbush Avenue, Brooklyn",40.6845968,-73.977166,4.1,279
Extra Space Storage,"312 3rd Avenue, Brooklyn",40.67671399999999,-73.98733899999999,4.9,1230
Fleet Feet Brooklyn,"474 5th Avenue, Brooklyn",40.668296,-73.9873072,4.5,323
Olde Brooklyn Bagel Shoppe,"645 Vanderbilt Avenue, Brooklyn",40.6777427,-73.9686315,4.3,780
Mile End Delicatessen,"97 Hoyt Street, Brooklyn",40.6874457,-73.9870445,4.3,1261
Bagel Pub,"287 9th Street, Brooklyn",40.6696817,-73.9869006,4.2,611
Brooklyn Superhero Supply Co.,"372 5th Avenue, Brooklyn",40.6714496,-73.9847771,4.4,152
Gallery Jewelers,"625 Atlantic Avenue B6, Brooklyn",40.68370599999999,-73.9750196,3.5,35
Brownstone Bagels,"671 Union Street, Brooklyn",40.6774476,-73.9827342,3.9,186
Walgreens,"462 5th Avenue, Brooklyn",40.6685713,-73.9871836,2.3,148
R&A Cycles Brooklyn,"105 5th Avenue, Brooklyn",40.6793937,-73.9782089,3.8,315
Convivium Osteria,"68 5th Avenue, Brooklyn",40.6810713,-73.9775629,4.2,541
The UPS Store,"165 Court Street, Brooklyn",40.68859119999999,-73.9926294,3.1,162
Brooklyn General Store,"128 Union Street, Brooklyn",40.684047,-74.00238999999999,4.5,198
PetSmart,"238 Atlantic Avenue, Brooklyn",40.6891888,-73.9914447,4.3,1606
Staples,"348 4th Avenue, Brooklyn",40.6740372,-73.98684349999999,3.9,458
Scottadito Osteria Toscana,"788A Union Street, Brooklyn",40.6747464,-73.9765376,4.6,908
Terrace Coffee Shop,"598 19th Street, Brooklyn",40.6544403,-73.9792952,4.4,230
Hungry Ghost,"253 Flatbush Avenue, Brooklyn",40.6802981,-73.9743992,4.3,503
Starbucks,"166 7th Avenue, Brooklyn",40.67204230000001,-73.9775536,4,520
Walgreens,"114 Beverley Road, Brooklyn",40.6427907,-73.9789345,3,110
La Villa Pizzeria,"261 5th Avenue, Brooklyn",40.6743251,-73.98168679999999,4.6,1442
Buffalo Exchange,"109 Boerum Place, Brooklyn",40.68817420000001,-73.99120649999999,3.5,351
The Home Depot,"230 Nostrand Avenue, Brooklyn",40.6917871,-73.9528313,3.8,4839
Liberty Hearing Centers,"445 Lenox Road Rm A1-435, Brooklyn",40.6550034,-73.9442519,4.8,550
BJ's Wholesale Club,"900 Remsen Avenue, Brooklyn",40.6453065,-73.9138828,3.8,803
Walgreens Pharmacy,"1040 Saint Johns Place, Brooklyn",40.6710569,-73.9434623,1.9,256
Milk Bar,"620 Vanderbilt Avenue, Brooklyn",40.6778222,-73.96903329999999,4.3,302
Discount Office Furniture Inc.,"4901 Clarendon Road, Brooklyn",40.6445413,-73.93040719999999,4.2,10
Duane Reade,"296 Flatbush Avenue, Brooklyn",40.6779616,-73.973342,2.5,206
Public Storage,"1062 Saint Johns Place, Brooklyn",40.67092960000001,-73.94303339999999,4.8,635
Flatbush Food Co-op,"1415 Cortelyou Road, Brooklyn",40.6412976,-73.96471989999999,4.3,1085
Kith Brooklyn,"233 Flatbush Avenue, Brooklyn",40.6812155,-73.97501369999999,4.2,398
Brooklyn Museum Shop,"200 Eastern Parkway, Brooklyn",40.6710884,-73.9632018,4.4,59
Cookie's Department Stores,"982 Flatbush Avenue, Brooklyn",40.6472718,-73.9585324,4.2,1189
AJ Madison Home & Kitchen Appliances Showroom,"3605 13th Avenue, Brooklyn",40.64188,-73.984512,4.2,4678
BJ's Wholesale Club,"339 Gateway Drive, Brooklyn",40.6509017,-73.8737869,3.8,806
Optimum,"11020 Flatlands Avenue, Brooklyn",40.6494647,-73.88941609999999,3.5,1361
Target,"519 Gateway Drive, Brooklyn",40.6529944,-73.870071,3.9,1486
